timestamp,customer_id,customer_name,amount,failure_reason,customer_tier,failure_class,action_taken,variant,reasoning,outcome,exec_log,executed_at,failed_at,msg_english,msg_hinglish
2026-08-26T15:45:39,CUST1066,Kavya Nair,17581.8,bank_timeout,high,retryable,immediate_retry,N/A,"High-tier customer (₹17,581.80) — first auto-attempt, then escalate to human if it fails again",failed,"[MOCK API] Retry payment for CUST1066 (Kavya Nair) ₹17,581.80 — ✗ DECLINED again",2026-08-26T15:45:39,2026-07-31T14:16:48,"Hi Kavya Nair, we noticed your payment of ₹17,581.80 could not be processed due to bank timeout. We will automatically retry your payment shortly. No action needed from your end.","Namaste Kavya Nair! Aapka ₹17,581.80 ka payment bank timeout ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1053,Tanya Pillai,6284.06,bank_timeout,high,retryable,immediate_retry,N/A,"High-tier customer (₹6,284.06) — first auto-attempt, then escalate to human if it fails again",success,"[MOCK API] Retry payment for CUST1053 (Tanya Pillai) ₹6,284.06 — ✓ APPROVED",2026-08-26T15:45:39,2026-07-28T19:32:07,"Hi Tanya Pillai, we noticed your payment of ₹6,284.06 could not be processed due to bank timeout. We will automatically retry your payment shortly. No action needed from your end.","Namaste Tanya Pillai! Aapka ₹6,284.06 ka payment bank timeout ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1010,Rahul Rao,12006.09,insufficient_funds,high,retryable,immediate_retry,N/A,"High-tier customer (₹12,006.09) — first auto-attempt, then escalate to human if it fails again",success,"[MOCK API] Retry payment for CUST1010 (Rahul Rao) ₹12,006.09 — ✓ APPROVED",2026-08-26T15:45:39,2026-08-19T01:14:52,"Hi Rahul Rao, we noticed your payment of ₹12,006.09 could not be processed due to insufficient funds. We will automatically retry your payment shortly. No action needed from your end.","Namaste Rahul Rao! Aapka ₹12,006.09 ka payment insufficient funds ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1029,Vikram Chaudhary,3545.32,bank_timeout,low,retryable,immediate_retry,B,"Low-tier retryable — first attempt, variant=B (urgency-framed message)",success,"[MOCK API] Retry payment for CUST1029 (Vikram Chaudhary) ₹3,545.32 — ✓ APPROVED",2026-08-26T15:45:39,2026-07-30T07:55:59,"⚡ Urgent: Vikram Chaudhary, your ₹3,545.32 payment failed! We're retrying right now. Please ensure your card/account is ready. Act within 2 hours to avoid service interruption.","⚡ Urgent! Vikram Chaudhary ji, aapka ₹3,545.32 ka payment fail ho gaya hai! Hum abhi retry kar rahe hain — 2 ghante mein apna account check karein, warna service band ho sakti hai."
2026-08-26T15:45:39,CUST1019,Kavya Pillai,1384.1,bank_timeout,low,retryable,immediate_retry,A,"Low-tier retryable — first attempt, variant=A (standard message)",failed,"[MOCK API] Retry payment for CUST1019 (Kavya Pillai) ₹1,384.10 — ✗ DECLINED again",2026-08-26T15:45:39,2026-08-23T09:15:03,"Hi Kavya Pillai, we noticed your payment of ₹1,384.10 could not be processed due to bank timeout. We will automatically retry your payment shortly. No action needed from your end.","Namaste Kavya Pillai! Aapka ₹1,384.10 ka payment bank timeout ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1058,Aman Chaudhary,5461.56,expired_card,high,non_retryable_send_link,send_payment_update,N/A,"Card expired → sending payment-update link (tier=high, retry_count=1)",success,"[MOCK SMS] Payment-update link sent to CUST1058 (Aman Chaudhary) ₹5,461.56 — delivery confirmed",2026-08-26T15:45:39,2026-08-07T19:41:20,"Hi Aman Chaudhary, your saved card has expired and a payment of ₹5,461.56 could not be collected. Please update your payment method using this secure link: https://pay.razorpay.com/update?cid=MOCK&amount=5461","Namaste Aman Chaudhary! Aapka card expire ho gaya hai aur ₹5,461.56 ka payment collect nahi ho paya. Apna payment method update karne ke liye yeh link use karein: https://pay.razorpay.com/update?cid=MOCK&amount=5461"
2026-08-26T15:45:39,CUST1057,Gaurav Sharma,11856.64,bank_timeout,high,retryable,immediate_retry,N/A,"High-tier customer (₹11,856.64) — first auto-attempt, then escalate to human if it fails again",success,"[MOCK API] Retry payment for CUST1057 (Gaurav Sharma) ₹11,856.64 — ✓ APPROVED",2026-08-26T15:45:39,2026-08-09T18:19:25,"Hi Gaurav Sharma, we noticed your payment of ₹11,856.64 could not be processed due to bank timeout. We will automatically retry your payment shortly. No action needed from your end.","Namaste Gaurav Sharma! Aapka ₹11,856.64 ka payment bank timeout ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1050,Nisha Joshi,15090.9,insufficient_funds,high,retryable,immediate_retry,N/A,"High-tier customer (₹15,090.90) — first auto-attempt, then escalate to human if it fails again",success,"[MOCK API] Retry payment for CUST1050 (Nisha Joshi) ₹15,090.90 — ✓ APPROVED",2026-08-26T15:45:39,2026-07-20T07:14:01,"Hi Nisha Joshi, we noticed your payment of ₹15,090.90 could not be processed due to insufficient funds. We will automatically retry your payment shortly. No action needed from your end.","Namaste Nisha Joshi! Aapka ₹15,090.90 ka payment insufficient funds ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1018,Jaya Rao,3703.81,insufficient_funds,low,retryable,immediate_retry,B,"Low-tier retryable — first attempt, variant=B (urgency-framed message)",success,"[MOCK API] Retry payment for CUST1018 (Jaya Rao) ₹3,703.81 — ✓ APPROVED",2026-08-26T15:45:39,2026-08-04T16:58:00,"⚡ Urgent: Jaya Rao, your ₹3,703.81 payment failed! We're retrying right now. Please ensure your card/account is ready. Act within 2 hours to avoid service interruption.","⚡ Urgent! Jaya Rao ji, aapka ₹3,703.81 ka payment fail ho gaya hai! Hum abhi retry kar rahe hain — 2 ghante mein apna account check karein, warna service band ho sakti hai."
2026-08-26T15:45:39,CUST1009,Tanya Nair,10534.46,card_declined,high,retryable,immediate_retry,N/A,"High-tier customer (₹10,534.46) — first auto-attempt, then escalate to human if it fails again",success,"[MOCK API] Retry payment for CUST1009 (Tanya Nair) ₹10,534.46 — ✓ APPROVED",2026-08-26T15:45:39,2026-08-16T07:10:29,"Hi Tanya Nair, we noticed your payment of ₹10,534.46 could not be processed due to card declined. We will automatically retry your payment shortly. No action needed from your end.","Namaste Tanya Nair! Aapka ₹10,534.46 ka payment card declined ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST9005,Rohan Agarwal,12000.0,duplicate_charge,high,non_retryable_skip,skip_non_retryable,N/A,Non-retryable (duplicate_charge) — logged and skipped per policy,skipped,[SKIP]    CUST9005 (Rohan Agarwal) — Non-retryable (duplicate_charge) — logged and skipped per policy,2026-08-26T15:45:39,2026-07-18T13:16:53,"No action taken for Rohan Agarwal (₹12,000.00) — duplicate charge detected.",Rohan Agarwal ji ke liye koi action nahi liya — duplicate charge detect hua hai.
2026-08-26T15:45:39,CUST1006,Krish Iyer,21206.26,card_declined,high,retryable,immediate_retry,N/A,"High-tier customer (₹21,206.26) — first auto-attempt, then escalate to human if it fails again",failed,"[MOCK API] Retry payment for CUST1006 (Krish Iyer) ₹21,206.26 — ✗ DECLINED again",2026-08-26T15:45:39,2026-08-05T09:53:40,"Hi Krish Iyer, we noticed your payment of ₹21,206.26 could not be processed due to card declined. We will automatically retry your payment shortly. No action needed from your end.","Namaste Krish Iyer! Aapka ₹21,206.26 ka payment card declined ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1030,Tarun Mehta,2169.49,card_declined,low,retryable,immediate_retry,A,"Low-tier retryable — first attempt, variant=A (standard message)",success,"[MOCK API] Retry payment for CUST1030 (Tarun Mehta) ₹2,169.49 — ✓ APPROVED",2026-08-26T15:45:39,2026-08-23T00:05:59,"Hi Tarun Mehta, we noticed your payment of ₹2,169.49 could not be processed due to card declined. We will automatically retry your payment shortly. No action needed from your end.","Namaste Tarun Mehta! Aapka ₹2,169.49 ka payment card declined ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1043,Ishaan Verma,4977.21,bank_timeout,low,retryable,immediate_retry,B,"Low-tier retryable — first attempt, variant=B (urgency-framed message)",failed,"[MOCK API] Retry payment for CUST1043 (Ishaan Verma) ₹4,977.21 — ✗ DECLINED again",2026-08-26T15:45:39,2026-07-04T02:40:27,"⚡ Urgent: Ishaan Verma, your ₹4,977.21 payment failed! We're retrying right now. Please ensure your card/account is ready. Act within 2 hours to avoid service interruption.","⚡ Urgent! Ishaan Verma ji, aapka ₹4,977.21 ka payment fail ho gaya hai! Hum abhi retry kar rahe hain — 2 ghante mein apna account check karein, warna service band ho sakti hai."
2026-08-26T15:45:39,CUST1051,Bhavna Agarwal,6036.48,bank_timeout,high,retryable,immediate_retry,N/A,"High-tier customer (₹6,036.48) — first auto-attempt, then escalate to human if it fails again",failed,"[MOCK API] Retry payment for CUST1051 (Bhavna Agarwal) ₹6,036.48 — ✗ DECLINED again",2026-08-26T15:45:39,2026-08-19T08:22:41,"Hi Bhavna Agarwal, we noticed your payment of ₹6,036.48 could not be processed due to bank timeout. We will automatically retry your payment shortly. No action needed from your end.","Namaste Bhavna Agarwal! Aapka ₹6,036.48 ka payment bank timeout ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1068,Divya Joshi,17432.43,expired_card,high,non_retryable_send_link,send_payment_update,N/A,"Card expired → sending payment-update link (tier=high, retry_count=0)",success,"[MOCK SMS] Payment-update link sent to CUST1068 (Divya Joshi) ₹17,432.43 — delivery confirmed",2026-08-26T15:45:39,2026-07-10T07:24:44,"Hi Divya Joshi, your saved card has expired and a payment of ₹17,432.43 could not be collected. Please update your payment method using this secure link: https://pay.razorpay.com/update?cid=MOCK&amount=17432","Namaste Divya Joshi! Aapka card expire ho gaya hai aur ₹17,432.43 ka payment collect nahi ho paya. Apna payment method update karne ke liye yeh link use karein: https://pay.razorpay.com/update?cid=MOCK&amount=17432"
2026-08-26T15:45:39,CUST1036,Arjun Joshi,10725.4,card_declined,high,retryable,immediate_retry,N/A,"High-tier customer (₹10,725.40) — first auto-attempt, then escalate to human if it fails again",success,"[MOCK API] Retry payment for CUST1036 (Arjun Joshi) ₹10,725.40 — ✓ APPROVED",2026-08-26T15:45:39,2026-08-07T18:33:20,"Hi Arjun Joshi, we noticed your payment of ₹10,725.40 could not be processed due to card declined. We will automatically retry your payment shortly. No action needed from your end.","Namaste Arjun Joshi! Aapka ₹10,725.40 ka payment card declined ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1067,Ishaan Rao,10864.22,bank_timeout,high,retryable,immediate_retry,N/A,"High-tier customer (₹10,864.22) — first auto-attempt, then escalate to human if it fails again",failed,"[MOCK API] Retry payment for CUST1067 (Ishaan Rao) ₹10,864.22 — ✗ DECLINED again",2026-08-26T15:45:39,2026-07-05T22:18:15,"Hi Ishaan Rao, we noticed your payment of ₹10,864.22 could not be processed due to bank timeout. We will automatically retry your payment shortly. No action needed from your end.","Namaste Ishaan Rao! Aapka ₹10,864.22 ka payment bank timeout ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1012,Sarita Bhat,17142.85,bank_timeout,high,retryable,immediate_retry,N/A,"High-tier customer (₹17,142.85) — first auto-attempt, then escalate to human if it fails again",success,"[MOCK API] Retry payment for CUST1012 (Sarita Bhat) ₹17,142.85 — ✓ APPROVED",2026-08-26T15:45:39,2026-07-10T08:08:15,"Hi Sarita Bhat, we noticed your payment of ₹17,142.85 could not be processed due to bank timeout. We will automatically retry your payment shortly. No action needed from your end.","Namaste Sarita Bhat! Aapka ₹17,142.85 ka payment bank timeout ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1065,Varun Bhat,19828.32,expired_card,high,non_retryable_send_link,send_payment_update,N/A,"Card expired → sending payment-update link (tier=high, retry_count=2)",success,"[MOCK SMS] Payment-update link sent to CUST1065 (Varun Bhat) ₹19,828.32 — delivery confirmed",2026-08-26T15:45:39,2026-08-09T23:57:32,"Hi Varun Bhat, your saved card has expired and a payment of ₹19,828.32 could not be collected. Please update your payment method using this secure link: https://pay.razorpay.com/update?cid=MOCK&amount=19828","Namaste Varun Bhat! Aapka card expire ho gaya hai aur ₹19,828.32 ka payment collect nahi ho paya. Apna payment method update karne ke liye yeh link use karein: https://pay.razorpay.com/update?cid=MOCK&amount=19828"
2026-08-26T15:45:39,CUST1064,Gaurav Tiwari,18353.01,insufficient_funds,high,retryable,immediate_retry,N/A,"High-tier customer (₹18,353.01) — first auto-attempt, then escalate to human if it fails again",failed,"[MOCK API] Retry payment for CUST1064 (Gaurav Tiwari) ₹18,353.01 — ✗ DECLINED again",2026-08-26T15:45:39,2026-07-09T14:42:33,"Hi Gaurav Tiwari, we noticed your payment of ₹18,353.01 could not be processed due to insufficient funds. We will automatically retry your payment shortly. No action needed from your end.","Namaste Gaurav Tiwari! Aapka ₹18,353.01 ka payment insufficient funds ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1032,Poonam Bhat,22195.56,card_declined,high,retryable,immediate_retry,N/A,"High-tier customer (₹22,195.56) — first auto-attempt, then escalate to human if it fails again",success,"[MOCK API] Retry payment for CUST1032 (Poonam Bhat) ₹22,195.56 — ✓ APPROVED",2026-08-26T15:45:39,2026-08-20T14:18:27,"Hi Poonam Bhat, we noticed your payment of ₹22,195.56 could not be processed due to card declined. We will automatically retry your payment shortly. No action needed from your end.","Namaste Poonam Bhat! Aapka ₹22,195.56 ka payment card declined ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1027,Mohit Singh,7433.35,expired_card,high,non_retryable_send_link,send_payment_update,N/A,"Card expired → sending payment-update link (tier=high, retry_count=1)",failed,"[MOCK SMS] Payment-update link sent to CUST1027 (Mohit Singh) ₹7,433.35 — delivery failed (invalid number)",2026-08-26T15:45:39,2026-08-16T01:43:41,"Hi Mohit Singh, your saved card has expired and a payment of ₹7,433.35 could not be collected. Please update your payment method using this secure link: https://pay.razorpay.com/update?cid=MOCK&amount=7433","Namaste Mohit Singh! Aapka card expire ho gaya hai aur ₹7,433.35 ka payment collect nahi ho paya. Apna payment method update karne ke liye yeh link use karein: https://pay.razorpay.com/update?cid=MOCK&amount=7433"
2026-08-26T15:45:39,CUST1001,Om Bhat,1555.13,card_declined,low,retryable,immediate_retry,B,"Low-tier retryable — first attempt, variant=B (urgency-framed message)",failed,"[MOCK API] Retry payment for CUST1001 (Om Bhat) ₹1,555.13 — ✗ DECLINED again",2026-08-26T15:45:39,2026-07-15T04:47:06,"⚡ Urgent: Om Bhat, your ₹1,555.13 payment failed! We're retrying right now. Please ensure your card/account is ready. Act within 2 hours to avoid service interruption.","⚡ Urgent! Om Bhat ji, aapka ₹1,555.13 ka payment fail ho gaya hai! Hum abhi retry kar rahe hain — 2 ghante mein apna account check karein, warna service band ho sakti hai."
2026-08-26T15:45:39,CUST1069,Shreya Agarwal,7301.12,card_declined,high,retryable,immediate_retry,N/A,"High-tier customer (₹7,301.12) — first auto-attempt, then escalate to human if it fails again",success,"[MOCK API] Retry payment for CUST1069 (Shreya Agarwal) ₹7,301.12 — ✓ APPROVED",2026-08-26T15:45:39,2026-07-30T13:03:13,"Hi Shreya Agarwal, we noticed your payment of ₹7,301.12 could not be processed due to card declined. We will automatically retry your payment shortly. No action needed from your end.","Namaste Shreya Agarwal! Aapka ₹7,301.12 ka payment card declined ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1071,Akash Mehta,9276.97,bank_timeout,high,retryable,immediate_retry,N/A,"High-tier customer (₹9,276.97) — first auto-attempt, then escalate to human if it fails again",success,"[MOCK API] Retry payment for CUST1071 (Akash Mehta) ₹9,276.97 — ✓ APPROVED",2026-08-26T15:45:39,2026-08-21T19:57:14,"Hi Akash Mehta, we noticed your payment of ₹9,276.97 could not be processed due to bank timeout. We will automatically retry your payment shortly. No action needed from your end.","Namaste Akash Mehta! Aapka ₹9,276.97 ka payment bank timeout ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1054,Falak Joshi,5025.41,insufficient_funds,high,retryable,immediate_retry,N/A,"High-tier customer (₹5,025.41) — first auto-attempt, then escalate to human if it fails again",success,"[MOCK API] Retry payment for CUST1054 (Falak Joshi) ₹5,025.41 — ✓ APPROVED",2026-08-26T15:45:39,2026-07-01T16:59:51,"Hi Falak Joshi, we noticed your payment of ₹5,025.41 could not be processed due to insufficient funds. We will automatically retry your payment shortly. No action needed from your end.","Namaste Falak Joshi! Aapka ₹5,025.41 ka payment insufficient funds ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST1024,Vikram Kapoor,12493.71,card_declined,high,retryable,immediate_retry,N/A,"High-tier customer (₹12,493.71) — first auto-attempt, then escalate to human if it fails again",failed,"[MOCK API] Retry payment for CUST1024 (Vikram Kapoor) ₹12,493.71 — ✗ DECLINED again",2026-08-26T15:45:39,2026-07-05T01:55:21,"Hi Vikram Kapoor, we noticed your payment of ₹12,493.71 could not be processed due to card declined. We will automatically retry your payment shortly. No action needed from your end.","Namaste Vikram Kapoor! Aapka ₹12,493.71 ka payment card declined ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
2026-08-26T15:45:39,CUST9002,Kunal Pillai,7999.0,already_refunded,high,non_retryable_skip,skip_non_retryable,N/A,Non-retryable (already_refunded) — logged and skipped per policy,skipped,[SKIP]    CUST9002 (Kunal Pillai) — Non-retryable (already_refunded) — logged and skipped per policy,2026-08-26T15:45:39,2026-08-06T21:01:05,"No action taken for Kunal Pillai (₹7,999.00) — payment already refunded.",Kunal Pillai ji ke liye koi action nahi liya — payment pehle se refund ho chuki hai.
2026-08-26T15:45:39,CUST1035,Hema Mehta,2508.53,insufficient_funds,low,retryable,immediate_retry,B,"Low-tier retryable — first attempt, variant=B (urgency-framed message)",success,"[MOCK API] Retry payment for CUST1035 (Hema Mehta) ₹2,508.53 — ✓ APPROVED",2026-08-26T15:45:39,2026-08-25T07:25:07,"⚡ Urgent: Hema Mehta, your ₹2,508.53 payment failed! We're retrying right now. Please ensure your card/account is ready. Act within 2 hours to avoid service interruption.","⚡ Urgent! Hema Mehta ji, aapka ₹2,508.53 ka payment fail ho gaya hai! Hum abhi retry kar rahe hain — 2 ghante mein apna account check karein, warna service band ho sakti hai."
2026-08-26T15:45:39,CUST1023,Siddharth Sharma,4627.02,insufficient_funds,low,retryable,immediate_retry,B,"Low-tier retryable — first attempt, variant=B (urgency-framed message)",success,"[MOCK API] Retry payment for CUST1023 (Siddharth Sharma) ₹4,627.02 — ✓ APPROVED",2026-08-26T15:45:39,2026-08-07T17:14:37,"⚡ Urgent: Siddharth Sharma, your ₹4,627.02 payment failed! We're retrying right now. Please ensure your card/account is ready. Act within 2 hours to avoid service interruption.","⚡ Urgent! Siddharth Sharma ji, aapka ₹4,627.02 ka payment fail ho gaya hai! Hum abhi retry kar rahe hain — 2 ghante mein apna account check karein, warna service band ho sakti hai."
2026-08-26T15:45:39,CUST1003,Ishaan Sharma,12670.0,insufficient_funds,high,retryable,immediate_retry,N/A,"High-tier customer (₹12,670.00) — first auto-attempt, then escalate to human if it fails again",success,"[MOCK API] Retry payment for CUST1003 (Ishaan Sharma) ₹12,670.00 — ✓ APPROVED",2026-08-26T15:45:39,2026-07-27T07:28:37,"Hi Ishaan Sharma, we noticed your payment of ₹12,670.00 could not be processed due to insufficient funds. We will automatically retry your payment shortly. No action needed from your end.","Namaste Ishaan Sharma! Aapka ₹12,670.00 ka payment insufficient funds ki wajah se process nahi ho paya. Hum jaldi hi dobara try karenge — aapko kuch bhi karne ki zaroorat nahi."
